kWh
2645.969958
4730.789897
4079.309905
4898.459882
5239.079872
5524.859894
5237.249874
5251.799885
5229.539891
5371.64988199999
4395.4199
3937.439921
5359.109877
5394.809872
5380.079893
5311.13987699999
5216.519891
4422.659899
4036.589917
4394.069886
5278.109882
4815.149894
5385.659883
6009.869876
4542.659901
4454.729907
5767.43986499999
5552.279884
5606.459883
5776.349875
4952.969889
4243.40990100001
4011.959908
5417.039889
5339.039866
4810.349901
5292.149887
5263.469898
4402.289907
4183.919908
5188.079898
5315.909886
5477.099876
5387.279867
5544.59988499999
4304.699913
3893.789933
2917.409938
4539.05989900001
4561.619909
4597.589893
4661.129899
4226.06991
3737.159916
4932.149894
5124.239902
4989.149893
4953.629898
5108.969887
4161.629905
3789.329918
5019.359888
4981.139887
4960.409901
5008.349906
5004.89989599999
4055.039914
3687.62992
5045.579889
5043.629895
5099.429895
5233.499881
5578.85989199999
4688.699905
4413.929901
4879.199892
5523.959874
5625.80987799999
5531.57989099999
5537.009874
4603.4699
4390.979904
5578.67986899999
5554.679884
5574.029868
5220.269892
5185.289889
4450.82991
4122.839909
5282.279893
5267.81989
5235.959898
5271.869897
5115.539886
4227.959908
3970.409918
5148.869896
5095.6199
5319.32988199999
5160.389911
4973.909908
3996.20993
3528.659939
5002.079901
5137.829904
5453.819878
5315.549875
4686.929889
4209.809902
4040.639918
4167.839895
4374.149907
4632.68991
4585.19989
2863.259931
4325.279906
3880.379925
5147.879881
5242.289887
5299.589876
5229.329894
5089.409894
4101.089909
3901.67993
5161.079888
5052.269891
4931.639914
4906.079901
4959.869912
4186.829926
3689.93994
5014.889909
5000.219906
4943.249913
5110.349905
6400.28986799999
5286.239894
3778.919938
5030.579897
4964.579911
4943.129907
5027.36989799999
4909.439921
3977.399925
3577.079936
2263.949985
4979.849893
4959.029899
4940.789912
4873.229906
3962.369922
3490.679947
6551.33985499999
5522.699888
5637.089897
6017.339878
5966.039884
4939.979923
4804.619897
6129.299885
6725.399856
6550.649856
5230.019894
6699.86984499999
5255.339901
4598.24991
6100.439872
5685.149902
7468.61983500001
6880.259891
6931.619859
4977.929904
4423.409932
6807.059847
6491.12988599999
7151.579868
6095.879868
6169.199863
4875.209917
4513.889934
6650.45983299999
6797.309849
6730.439869
6495.029879
1983.839997
4806.119898
4677.509926
6704.729871
6613.79987099999
6689.519881
6806.639879
6330.629864
4945.469919
4717.769917
6460.04985
6650.219866
6657.929876
6669.899854
6125.459861
4937.42991
4631.669921
6373.799866
6573.53986699999
6890.309875
6190.649878
6270.329882
4854.719918
4545.599933
6492.929835
6384.899863
6261.149854
6319.349866
6370.259872
4889.399918
4465.289931
6228.089879
5874.599882
6619.529851
5789.039894
6227.72986999999
4845.599911
4445.75992
6286.919851
6160.859891
6502.259851
6028.64988599999
5945.84988199999
4588.199923
4423.289921
5549.54987999999
6280.94988499999
6300.329873
6322.07987699999
6151.529871
4903.829903
4327.199918
6736.679849
6120.059877
6826.169853
6112.739868
6443.939849
4679.909896
4708.10992
2184.659992
7311.869822
6986.609853
7197.20985
7500.239846
5440.139883
4871.999917
6555.269859
6549.44987099999
7117.619856
6876.89988
6333.239873
4828.349914
3831.869932
4730.309913
4780.979908
4881.779904
4970.279901
4867.13991
3882.239934
3419.099948
4884.359904
4865.699914
5018.129902
5109.899883
4953.299911
4159.679915
3696.479934
4924.469903
5194.079906
5147.129886
4952.249908
4736.699904
3895.409941
3446.279947
4847.5499
4867.589921
5149.58991
4901.159914
4956.569893
3932.819932
3519.239939
2411.849972
4914.179908
5018.909906
5201.039917
5107.949899
4128.269928
3611.009918
5093.789907
4997.15988
5143.979903
5067.839904
5069.969882
4047.719921
3770.849938
4972.379892
5003.459899
5007.689903
5061.4199
4986.509882
4164.929907
3935.77492
5163.929904
5074.439889
4997.969897
5133.389898
5054.789889
4224.8699
3702.29992
5118.929894
2639.309948
5180.099897
5121.059891
5083.739897
4334.189918
3872.51993
5197.769894
5412.479906
5322.209891
5342.669906
5232.989898
3994.439931
3963.749906
5211.23989
5210.069887
5171.54988999999
2545.889949
4429.349906
4118.219914
3827.519915
5175.959897
5218.769894
5224.349894
5258.069897
5185.049891
4230.089915
3975.539922
5314.979885
5283.629888
5261.969905
5182.019883
5169.509886
4175.729906
3945.689918
5265.809906
5449.349872
5500.349884
5308.079875
5375.69988
4360.769912
4144.439915
5424.269868
5379.449888
4745.009904
4229.849902
4726.799891
3278.099933
3319.559933
4828.169888
4789.349898
4600.199906
