Account,Date,kVARh,kWh,Power_Factor
26429921005,01/19/2014,5130.719904,13472.939662,0.934397215277778
26429921005,01/20/2014,5105.18987,13584.779676,0.935933430555556
26429921005,01/21/2014,4836.719892,15113.219652,0.951699791666667
26429921005,01/22/2014,4972.139903,15783.809635,0.953122590277778
26429921005,01/23/2014,4998.149904,15789.989643,0.95285334375
26429921005,01/24/2014,5190.95988999999,15752.369618,0.949187430555556
26429921005,01/25/2014,5170.469878,14251.739682,0.940000750000001
26429921005,01/26/2014,5158.289866,14270.669705,0.940429427083333
26429921005,01/27/2014,5726.519873,15812.639646,0.940430746527778
26429921005,01/28/2014,5248.589889,15779.489653,0.948317350694444
26429921005,01/29/2014,5231.21986899999,15756.689636,0.948292350694445
26429921005,01/30/2014,5199.4499,15748.739639,0.949041791666667
26429921005,01/31/2014,5220.959874,14876.459676,0.94276478125
26429921005,02/01/2014,5214.95988199999,13351.319714,0.931271888888889
26429921005,02/02/2014,6692.159856,14645.66969,0.909816791666667
26429921005,02/03/2014,5174.459887,14808.629645,0.942937225694445
26429921005,02/04/2014,5114.78988399999,14951.069663,0.945524416666667
26429921005,02/05/2014,5231.879874,14913.299671,0.943219045296168
26429921005,02/06/2014,5327.42986499999,15391.349628,0.944336791666667
26429921005,02/07/2014,5324.879879,15459.29966,0.94492996875
26429921005,02/08/2014,5231.549888,14229.869701,0.938490565972222
26429921005,02/09/2014,5253.929894,14038.199671,0.936466413194445
26429921005,02/10/2014,5383.61989799999,15390.869631,0.9432715
26429921005,02/11/2014,5377.70989,15451.289631,0.943997722222222
26429921005,02/12/2014,5197.739875,15225.929656,0.945730423611111
26429921005,02/13/2014,5346.269883,14955.56964,0.941049590277777
26429921005,02/14/2014,5339.939895,14660.309646,0.938911003472223
26429921005,02/15/2014,5335.289883,13505.519715,0.929927395833334
26429921005,02/16/2014,5285.369872,13749.209682,0.933340534722223
26429921005,02/17/2014,5207.459877,14198.129684,0.938797090277777
26429921005,02/18/2014,5377.979894,15131.03967,0.941609111111111
26429921005,02/19/2014,5479.37987,14853.749651,0.937551107638889
26429921005,02/20/2014,6176.159861,15278.999644,0.927017788194444
26429921005,02/21/2014,7042.499838,16633.619617,0.920554274305556
26429921005,02/22/2014,7268.849841,15222.719652,0.902384881944444
26429921005,02/23/2014,6786.509863,14539.019659,0.906380604166667
26429921005,02/24/2014,5386.349891,15247.769646,0.942042055555556
26429921005,02/25/2014,5351.36988199999,15584.309633,0.94533740625
26429921005,02/26/2014,5386.409891,15736.799613,0.945645930555555
26429921005,02/27/2014,5320.109875,15496.259637,0.945369545138889
26429921005,02/28/2014,5318.699893,15440.039682,0.944832145833333
26429921005,03/01/2014,5325.449876,13865.489709,0.933392513888889
26429921005,03/02/2014,5347.169876,13454.669706,0.929099006944444
26429921005,03/03/2014,5352.989866,15474.149641,0.944238336805555
26429921005,03/04/2014,5366.939867,15408.929622,0.943758309027777
26429921005,03/05/2014,5426.489891,15371.429618,0.942243364583333
26429921005,03/06/2014,5496.509875,15512.399628,0.942060076388889
26429921005,03/07/2014,5248.469902,14835.539691,0.942086861111112
26429921005,03/08/2014,6072.329874,14351.729665,0.921441885416667
26429921005,03/09/2014,4996.85987199999,13177.409686,0.934875692028985
26429921005,03/10/2014,5268.50987299999,14721.989687,0.94100920138889
26429921005,03/11/2014,6926.219845,16616.159644,0.923001916666667
26429921005,03/12/2014,7437.38983199999,17052.359578,0.916009937500001
26429921005,03/13/2014,5620.22988399999,15418.82966,0.938981618055555
26429921005,03/14/2014,5439.299893,15062.729697,0.940086326388889
26429921005,03/15/2014,6672.719848,14632.67968,0.910348079861112
26429921005,03/16/2014,5166.809884,13345.049668,0.932358805555555
26429921005,03/17/2014,5129.339875,14919.509664,0.945005059027778
26429921005,03/18/2014,5218.649886,15427.589648,0.946745125
26429921005,03/19/2014,5341.049879,15115.079671,0.942180309027779
26429921005,03/20/2014,6990.41984800001,16812.179585,0.923101267361111
26429921005,03/21/2014,5345.009871,15111.629663,0.942204236111112
26429921005,03/22/2014,6016.169871,14371.439716,0.922544458333334
26429921005,03/23/2014,5215.889899,13801.979695,0.935190545138889
26429921005,03/24/2014,5258.45988799999,15758.2197,0.948081954861111
26429921005,03/25/2014,5326.349868,15704.639657,0.946605732638889
26429921005,03/26/2014,5382.179863,15789.419642,0.94588653125
26429921005,03/27/2014,5309.909883,15816.359633,0.947529243055557
26429921005,03/28/2014,6432.809868,16196.429616,0.9292830625
